maturity,h,beta_low,se_low,t_low,p_low,beta_high,se_high,t_high,p_high,N,r2,hac_lag
5,1,-0.9633488559012537,0.3536025254833999,-2.7243834149212796,0.006442167032344168,-0.6798694282470564,0.4492448679117621,-1.5133604784564665,0.13018811816058093,885,0.03596082597544259,2
5,2,-1.60789114710116,0.41325872530677515,-3.8907615221132263,9.99301091644933e-05,-1.0376334706241264,0.5593011331946127,-1.8552321978991495,0.06356307564609522,884,0.04590200204632211,3
5,3,-1.5777585851651166,0.4962331593978783,-3.1794702858622843,0.001475444957912861,-1.2846613854463511,0.5253497876845137,-2.445344826555491,0.01447137069000722,883,0.043068824037272524,4
5,4,-1.7348255236588426,0.5499569567962855,-3.154475095223597,0.0016078710092505446,-1.3242894778408807,0.41903672012700466,-3.1603184499905055,0.0015759678648603495,882,0.038636082488437085,5
5,5,-1.577586735919822,0.5578903107465806,-2.827772243989436,0.0046873141230661134,-1.6627930543036984,0.5462308570694305,-3.0441214237231264,0.0023336093176463896,881,0.03445613558918026,6
5,6,-1.7631335875790124,0.6225180115480993,-2.83226116332665,0.004622008082931746,-1.4799296019534076,0.48788237660655087,-3.0333737657158415,0.00241835865732748,880,0.03156510666248302,7
5,7,-1.9121645706197816,0.6508589650384224,-2.937909245064943,0.00330433737185779,-1.4068904480887632,0.4910436061554694,-2.8651028756972092,0.00416873787084464,879,0.03384870845900112,8
5,8,-1.765715766833049,0.5852631923855861,-3.016960215174015,0.0025532331973562882,-1.944482387387174,0.5752551506429439,-3.380208565214739,0.0007243084383206348,878,0.029122206747196122,9
10,0,-0.03888928079840967,0.020208203279313868,-1.9244304038755733,0.05430065650418938,-1.2965488864351074,0.7469098081509867,-1.7358841352542687,0.0825843234929072,886,0.03774678706596024,1
10,1,-1.0388177253445843,0.30833613068297416,-3.3691080025022386,0.0007541187331315909,-0.6491655371186208,0.4951823343443258,-1.3109626335482771,0.18987038819334467,885,0.02756015056922545,2
10,2,-1.555130083453048,0.3919565956436674,-3.967607895203876,7.259764799260853e-05,-0.8636473739499517,0.5584805908535081,-1.5464232564108753,0.12200238111164304,884,0.041065719910300946,3
10,3,-1.6447875828443388,0.4637563221488209,-3.5466634184590613,0.00039014268929364154,-1.3803425191735288,0.5891562580946891,-2.3429141254266037,0.01913378647653567,883,0.039244094463146695,4
10,4,-2.010634786951886,0.49341115753951126,-4.074968221185551,4.602063111554644e-05,-1.4822768869781169,0.5642174538313576,-2.627137599010122,0.008610650706315118,882,0.04369425817114214,5
10,5,-1.9634842086548745,0.5369284143347092,-3.656882661141644,0.00025530117547938107,-1.6044199104944807,0.6132307207088545,-2.6163397499718806,0.008887807273889933,881,0.038867320044436715,6
10,6,-2.1856490486704496,0.6279370717826553,-3.480681658857302,0.0005001395398609285,-1.6929995506809443,0.6191840587919647,-2.7342427936274816,0.006252392216103309,880,0.041019197858755185,7
10,7,-2.2293399333026795,0.7008916757445846,-3.1807196610437196,0.0014690971720413978,-1.502885884360219,0.6679515824572535,-2.249992250682928,0.024449437235629652,879,0.040284615322261574,8
10,8,-2.1188331257118347,0.6460664753412306,-3.279589959520401,0.001039580605804103,-1.857597021312736,0.7000274094714519,-2.6536061248163043,0.007963672398655612,878,0.03667673872069099,9
20,0,-0.024406347330192386,0.01987042693669023,-1.2282749337975571,0.21934377733677646,-1.012283116234431,0.7148236647258738,-1.4161298319951807,0.15673749519550992,886,0.025839713780012263,1
20,1,-0.8430263410679459,0.2664182377928767,-3.164296663966922,0.00155458246824912,-0.49884128197935224,0.4888503201510787,-1.0204376706252045,0.3075209356982347,885,0.019281339437713485,2
20,2,-1.068279448934517,0.3062912638672009,-3.487789483273321,0.0004870313813095391,-0.6585165899832807,0.5580625251326194,-1.180005035863659,0.23799821202124027,884,0.028901997149652803,3
20,3,-1.1327919546579832,0.3528579657021877,-3.2103340855681863,0.0013258078164047344,-1.2209306835989153,0.5977318168942446,-2.042606147256391,0.041091442094000695,883,0.030432321897138292,4
20,4,-1.3580338751472907,0.38749218836346083,-3.5046741997118116,0.00045716637132360853,-1.4619684423052965,0.5647853326621175,-2.588538260039976,0.009638423908563204,882,0.03880987736113495,5
20,5,-1.0680090943070735,0.44538855258982796,-2.397926682436843,0.01648816515082607,-1.4326649699263432,0.6490664002034606,-2.2072702723130493,0.027295182876985725,881,0.029348360200864843,6
20,6,-1.2030959498547473,0.4465053336161314,-2.694471620554191,0.007050033006884331,-1.4989081161196698,0.613555240544284,-2.442988042592531,0.014566219889786897,880,0.030023107584548292,7
20,7,-1.2129437706298856,0.49113622681353547,-2.4696687078031228,0.013523823226177234,-1.310215111141775,0.734833385497427,-1.783009777454324,0.07458471173359803,879,0.02371770970687259,8
20,8,-1.0787146528358558,0.45491009998069626,-2.371269956155359,0.01772707808363111,-1.712198325056555,0.709608520431828,-2.412877348223788,0.01582714461676708,878,0.027073871701333796,9
30,0,-0.027651563444816937,0.01854881750954022,-1.4907453497019363,0.13602836482607625,-0.8547048479003614,0.6125307375750547,-1.395366461582073,0.16290535959473962,886,0.02122780399026747,1
30,1,-0.7318912768799721,0.27889287709021027,-2.6242738233979197,0.008683394354927184,-0.3891648225719064,0.45820446046228386,-0.8493256966099301,0.3957000859759435,885,0.015378135256194803,2
30,2,-0.9190935240694655,0.31802472153600386,-2.890006536694394,0.0038523381595519427,-0.6562655968347793,0.5292351449148631,-1.2400264856566758,0.2149655979393803,884,0.025758216558326996,3
30,3,-0.7911183417477388,0.3277258166997079,-2.413964056034783,0.015780018978496752,-1.0656575466745353,0.5622019408432901,-1.8955067018731262,0.05802530470291623,883,0.021842478653813613,4
30,4,-0.9850024698038939,0.37304279094791426,-2.6404543760273977,0.008279493961853217,-1.2302775348886754,0.5867622176684919,-2.096722484581916,0.03601814891567278,882,0.03368724521053912,5
30,5,-0.6831874009845003,0.4221818935490151,-1.6182299890726664,0.10561304220874423,-1.331693999349494,0.6319051118649409,-2.107427166428939,0.03508056884331058,881,0.027540117060011582,6
30,6,-0.6985385083552718,0.4127817173093308,-1.692270948695628,0.0905943243111295,-1.2924272347194081,0.6193896231499278,-2.086614283504983,0.03692301509333096,880,0.02262408414691197,7
30,7,-0.6669088893044406,0.42690636713467056,-1.5621900740919603,0.11824321823766787,-1.0628049900196967,0.7327777976056536,-1.4503782640418483,0.14695306500512836,879,0.015089933856140991,8
30,8,-0.5154260061896392,0.4003588067568069,-1.2874101867895926,0.1979513555927721,-1.4799368058197366,0.7417180863169888,-1.9952820797027924,0.046012123269450325,878,0.018231567677815752,9
