71,71,
71,73,
71,79,
71,81,
71,83,
71,89,
71,97,
73,3,
73,5,
73,7,
73,9,
73,11,
73,13,
73,17,
73,19,
73,23,
73,25,
73,27,
73,29,
73,31,
73,37,
73,41,
73,43,
73,47,
73,49,
73,53,
73,59,
73,61,
73,67,
73,71,
73,73,
73,79,
73,81,
73,83,
73,89,
73,97,
79,3,
79,5,
79,7,
79,9,
79,11,
79,13,
79,17,
79,19,
79,23,
79,25,
79,27,
79,29,
79,31,
79,37,
79,41,
79,43,
79,47,
79,49,
79,53,
79,59,
79,61,
79,67,
79,71,
79,73,
79,79,
79,81,
79,83,
79,89,
79,97,
83,3,
83,5,
83,7,
83,9,
83,11,
83,13,
83,17,
83,19,
83,23,
83,25,
83,27,
83,29,
83,31,
83,37,
83,41,
83,43,
83,47,
83,49,
83,53,
83,59,
83,61,
83,67,
83,71,
83,73,
83,79,
83,81,
83,83,
83,89,
83,97,
89,3,
89,5,
89,7,
89,9,
89,11,
89,13,
89,17,
89,19,
89,23,
89,25,
89,27,
89,29,
89,31,
89,37,
89,41,
89,43,
89,47,
89,49,
89,53,
89,59,
89,61,
89,67,
89,71,
89,73,
89,79,
89,81,
89,83,
89,89,
89,97,
97,3,
97,5,
97,7,
97,9,
97,11,
97,13,
97,17,
97,19,
97,23,
97,25,
97,27,
97,29,
97,31,
97,37,
97,41,
97,43,
97,47,
97,49,
97,53,
97,59,
97,61,
97,67,
97,71,
97,73,
97,79,
97,81,
97,83,
97,89,
97,97,
