maturity,h,beta_low,se_low,t_low,p_low,beta_high,se_high,t_high,p_high,N,r2,hac_lag
5,3,0.031607238545031405,0.21997442475058793,0.14368596977066048,0.8857484507267028,-0.2501963894525419,0.2700793730290242,-0.9263809621834929,0.3542480342318033,884,0.00924830983060676,4
5,4,-0.15689241561417797,0.18980260621590025,-0.8266083313719782,0.40845909363895916,-0.03676871827539554,0.26118076612996893,-0.14077881315769886,0.8880446810083062,883,0.02063223663905478,5
5,5,0.16462004659627064,0.17090908032456809,0.9632024599491488,0.3354459308670005,-0.351539990626905,0.2289729916836782,-1.5352902018791401,0.12471255983808391,882,0.010457011151535633,6
5,6,-0.18923742507935934,0.21890313602211864,-0.8644801920984733,0.38732415697970435,0.17472937698632668,0.2371901097790263,0.7366638396057492,0.4613268020173381,881,0.012147990353041482,7
5,7,-0.15856462688907,0.18819791419292017,-0.8425418930335576,0.39948470055630325,0.09672476104161232,0.18677834280787023,0.5178585460580318,0.6045569666164974,880,0.013904186476434321,8
5,8,0.1452376465447268,0.21542268285807983,0.6741984855903459,0.5001851323181808,-0.5152644546277672,0.26266273264536344,-1.961696086225739,0.049797877775433194,879,0.010560849077946521,9
10,0,-0.03888928079840967,0.020208203279313868,-1.9244304038755733,0.05430065650418938,-1.2965488864351074,0.7469098081509867,-1.7358841352542687,0.0825843234929072,886,0.03774678706596024,1
10,1,-0.6710373219268257,0.218050133018706,-3.0774451390463455,0.002087832656196061,0.7118077807350168,0.5416528894110723,1.3141400971920418,0.18879906266824042,886,0.040318845264292746,2
10,2,-0.5136910246546191,0.2176842720485142,-2.3597985275671887,0.018284862464507695,-0.21820423396504496,0.38628690162147467,-0.5648760883403312,0.5721580488534798,885,0.01783676128978373,3
10,3,-0.08645634668076425,0.21847550659130524,-0.39572558054526097,0.6923074822350437,-0.5210244236676561,0.32319347843550317,-1.612113048164839,0.10693734186464382,884,0.02168863889598016,4
10,4,-0.36539362856806507,0.18933276022230658,-1.9299017673382843,0.05361901041109693,-0.0999256754857243,0.20260182814793373,-0.4932121116536105,0.6218627208766949,883,0.026910764234409412,5
10,5,0.05525646148196373,0.16548346163314973,0.33390926764910467,0.7384480262088832,-0.13613038866136856,0.1763652928453263,-0.7718660880786559,0.4401937443503976,882,0.005999566811102586,6
10,6,-0.2258197614580259,0.1975361179466913,-1.1431821370457804,0.2529629772097918,-0.09636026896182233,0.20374752107399996,-0.4729395894187337,0.6362562791661847,881,0.009069192038316354,7
10,7,-0.05679290329283032,0.18494382165169773,-0.3070819170147119,0.7587810213090119,0.22317038542813356,0.19938270304231653,1.1193066500897442,0.263009339760223,880,0.013538290510566875,8
10,8,0.10929027448217526,0.2290053574616952,0.4772389418900639,0.6331919840358937,-0.3292575169353808,0.24173703878445868,-1.3620482760565231,0.1731826502070526,879,0.005811024464790537,9
20,0,-0.024406347330192386,0.01987042693669023,-1.2282749337975571,0.21934377733677646,-1.012283116234431,0.7148236647258738,-1.4161298319951807,0.15673749519550992,886,0.025839713780012263,1
20,1,-0.46293179529458583,0.1989338994308873,-2.3270633945192207,0.019961891421781834,0.583119868527954,0.5154504059098246,1.131282198718392,0.2579363343528631,886,0.02259378720155447,2
20,2,-0.2247392489703114,0.21114190828706636,-1.0643990612453793,0.2871479588757532,-0.16747627457779649,0.36309224408509616,-0.46124993663743996,0.6446192983638628,885,0.019845953724447085,3
20,3,-0.060873403185324276,0.20194740439036046,-0.301431966254229,0.7630851216124871,-0.5656319328282169,0.3283133954296772,-1.7228414700775496,0.08491719712428483,884,0.02772904942267962,4
20,4,-0.2253399306498519,0.1674104731543301,-1.3460324578505825,0.17829204912478858,-0.2406017440241378,0.2211687744828593,-1.0878648877388637,0.2766547588460351,883,0.02357090252203664,5
20,5,0.29774943273538623,0.1674253553615326,1.77840107964792,0.07533800550137897,0.014662103204813396,0.18902987374347288,0.0775650055435731,0.9381740800150986,882,0.010264636915459424,6
20,6,-0.13817999120841934,0.21400604607203777,-0.6456826512364319,0.518484898256447,-0.07208202657806052,0.22347049789298015,-0.3225572380143913,0.7470305830787534,881,0.009462032715657376,7
20,7,-0.02160786399548403,0.17080591325663125,-0.12650536262769077,0.8993319043884683,0.21855937879428528,0.2316888516681946,0.9433314430997644,0.345511397654769,880,0.012371672026569525,8
20,8,0.1323731266234617,0.22397085161654484,0.5910283667184272,0.5545014145456713,-0.37904412042633656,0.28423242114106634,-1.3335710222804407,0.1823444850417939,879,0.011190613019932183,9
30,0,-0.027651563444816937,0.01854881750954022,-1.4907453497019363,0.13602836482607625,-0.8547048479003614,0.6125307375750547,-1.395366461582073,0.16290535959473962,886,0.02122780399026747,1
30,1,-0.4567338686357201,0.19371687815406766,-2.357739155142015,0.01838660757792026,0.5140086248069977,0.4584272720181143,1.121243556353443,0.2621842041049175,886,0.021439426757901114,2
30,2,-0.18756301861027225,0.21065644428031857,-0.8903739890372586,0.3732651042859658,-0.2693682704524527,0.3093843089576139,-0.8706591208843645,0.383940305268187,885,0.022959472216984023,3
30,3,0.13082343608023414,0.19662792033553203,0.6653349934078179,0.5058362533499572,-0.41202710390709596,0.3155007534720249,-1.3059464973468913,0.1915707527536311,884,0.03179025404649649,4
30,4,-0.19531280039847734,0.17098306471689384,-1.142293248292558,0.2533321467625227,-0.16667887329224856,0.21369422817575956,-0.779987717567918,0.4353981047691765,883,0.02433245978356091,5
30,5,0.3060199836756846,0.1690746655352988,1.8099694753605464,0.07030052093123888,-0.11123170250332426,0.19474786231325075,-0.5711575017157762,0.5678928832485972,882,0.010983621118847098,6
30,6,-0.01801951935223528,0.16812120367438363,-0.10718171746578381,0.9146448192192822,0.03723298824829306,0.2036254978991119,0.18285032391542871,0.8549154614121457,881,0.005647086194119133,7
30,7,0.02327207241414128,0.15947548807330172,0.14592883643312285,0.8839775670792612,0.25109062897040907,0.21336886818608425,1.1767913056155257,0.23927881369321702,880,0.013319653961444744,8
30,8,0.15078557452861668,0.22248275553740157,0.6777405024690469,0.49793624112955504,-0.40082401729987793,0.28811004669337564,-1.3912184663468519,0.16415918915831618,879,0.011677515834717767,9
